Dossier,Fichier,Id_avant validation,Id,Validation,Opérateur,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Lieu,Site,Habitat1,Habitat2,habitat3,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Remarques,Projet,Machine,Micro
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_011735_644.wav,Myosp,Myosp,C. Brabant,F. François,Principal,Myosp,6,Myobra,3,2017,6,18,1,17,18/06/2017,1:17,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,13,46,98,3,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_024350_801.wav,Myosp,Myomys,C. Brabant,F. François,Principal,Myosp,7,Myoema,4,2017,6,18,2,43,18/06/2017,2:43,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,10,50,0,4,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_025739_845.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,2,Rhihip,2,2017,6,18,2,57,18/06/2017,2:57,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,4,46,84,5,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_031153_919.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,3,Rhihip,3,2017,6,18,3,11,18/06/2017,3:11,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,1,44,0,5,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_031604_285.wav,ChiroSp,Myomys,C. Brabant,F. François,Principal,Myosp,3,Myobra,3,2017,6,18,3,16,18/06/2017,3:16,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,35,46,85,3,1,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_034334_901.wav,ChiroSp,Myosp,C. Brabant,F. François,Principal,Myosp,4,Myobra,4,2017,6,18,3,43,18/06/2017,3:43,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,7,44,124,3,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_034548_821.wav,ChiroSp,PippiT,C. Brabant,F. François,Principal,Rhisp,1,Rhihip,1,2017,6,18,3,45,18/06/2017,3:45,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,2,44,0,5,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_035227_019.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,1,Rhihip,1,2017,6,18,3,52,18/06/2017,3:52,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,1,44,0,4,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_035623_887.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,2,Rhihip,2,2017,6,18,3,56,18/06/2017,3:56,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,1,45,0,5,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_035652_796.wav,ChiroSp,Myosp,C. Brabant,F. François,Principal,Myosp,4,Myobra,4,2017,6,18,3,56,18/06/2017,3:56,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,7,45,177,3,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_035924_695.wav,ChiroSp,Myosp,C. Brabant,F. François,Principal,Myosp,4,Myobra,3,2017,6,18,3,59,18/06/2017,3:59,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,12,45,0,5,2,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_040605_871.wav,ChiroSp,Myomys,C. Brabant,F. François,Principal,Myosp,5,Myobra,3,2017,6,18,4,6,18/06/2017,4:06,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,31,47,79,3,1,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_040747_391.wav,Myosp,Myomys,C. Brabant,F. François,Principal,Myosp,6,Myobra,3,2017,6,18,4,7,18/06/2017,4:07,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,23,46,79,3,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170618_043456_133.wav,ChiroSp,Pipnat,C. Brabant,F. François,Principal,Pip35,0,Pipkuh,0,2017,6,18,4,34,18/06/2017,4:34,17/06/2017,D-BARBA,Bois de la Fosse,Forêt feuillue,Sentier (non induré - circulation piétonne),,1,43,0,4,0,0,"X=49,690 y=5,571",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170621_010343_216.wav,ChiroSp,PippiT,C. Brabant,F. François,Principal,Rhisp,3,Rhihip,3,2017,6,21,1,3,21/06/2017,1:03,20/06/2017,D-BARBA,Réserve naturelle des Abattis,Cours d'eau - rivière (3m< L< 10m),Haie,,1,47,0,5,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170621_025948_876.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,1,Rhihip,1,2017,6,21,2,59,21/06/2017,2:59,20/06/2017,D-BARBA,Réserve naturelle des Abattis,Cours d'eau - rivière (3m< L< 10m),Haie,,1,49,0,6,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170621_222507_519.wav,ChiroSp,PippiT,C. Brabant,F. François,Principal,Rhisp,0,Rhihip,0,2017,6,21,22,25,21/06/2017,22:25,21/06/2017,D-BARBA,Réserve naturelle des Abattis,Cours d'eau - rivière (3m< L< 10m),Haie,,1,44,0,5,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170622_011553_586.wav,ChiroSp,PippiT,C. Brabant,F. François,Principal,Rhisp,0,Rhihip,0,2017,6,22,1,15,22/06/2017,1:15,21/06/2017,D-BARBA,Réserve naturelle des Abattis,Cours d'eau - rivière (3m< L< 10m),Haie,,2,46,0,3,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170622_031103_705.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,4,Rhihip,4,2017,6,22,3,11,22/06/2017,3:11,21/06/2017,D-BARBA,Réserve naturelle des Abattis,Cours d'eau - rivière (3m< L< 10m),Haie,,1,47,0,5,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170622_031452_554.wav,ChiroSp,PippiT,C. Brabant,F. François,Principal,Rhisp,2,Rhihip,2,2017,6,22,3,14,22/06/2017,3:14,21/06/2017,D-BARBA,Réserve naturelle des Abattis,Cours d'eau - rivière (3m< L< 10m),Haie,,2,44,0,5,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170622_040337_433.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,2,Rhihip,1,2017,6,22,4,3,22/06/2017,4:03,21/06/2017,D-BARBA,Réserve naturelle des Abattis,Cours d'eau - rivière (3m< L< 10m),Haie,,1,48,0,6,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170623_011942_569.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,1,Rhihip,1,2017,6,23,1,19,23/06/2017,1:19,22/06/2017,D-BARBA,Réserve naturelle des Abattis,Cours d'eau - rivière (3m< L< 10m),Haie,,2,46,0,5,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-D,PM005
G:/BarbaLUX 2017/exportSM2D/NOISE/,D-BARBA_20170705_225913_303.wav,ChiroSp,ChiroSp,C. Brabant,,Principal,Rhisp,1,Rhihip,1,2017,7,5,22,59,5/07/2017,22:59,5/07/2017,D-BARBA,,,,,1,48,0,6,0,0,,Barba_Lux 2017,SM2-D,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170515_214247_434.wav,PippiT,PippiT,C. Brabant,T. Debaere,Principal,Pip50,10,PippiT,10,2017,5,15,21,42,15/05/2017,21:42,15/05/2017,E-BARBA,Bertrix,,,,9,47,0,5,1,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170515_224516_452.wav,ChiroSp,Myosp,C. Brabant,T. Debaere,Principal,Myosp,1,Myoema,1,2017,5,15,22,45,15/05/2017,22:45,15/05/2017,E-BARBA,Bertrix,,,,3,50,0,4,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170515_224522_831.wav,ChiroSp,PippiT,C. Brabant,T. Debaere,Principal,Myosp,1,Myoalc,1,2017,5,15,22,45,15/05/2017,22:45,15/05/2017,E-BARBA,Bertrix,,,,7,52,74,4,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170515_225722_449.wav,ChiroSp,Myosp,C. Brabant,T. Debaere,Principal,Myosp,1,Myoalc,1,2017,5,15,22,57,15/05/2017,22:57,15/05/2017,E-BARBA,Bertrix,,,,3,48,0,4,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170515_235319_412.wav,ChiroSp,PippiT,C. Brabant,T. Debaere,Principal,Myosp,2,Myoalc,2,2017,5,15,23,53,15/05/2017,23:53,15/05/2017,E-BARBA,Bertrix,,,,2,51,0,3,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170516_003019_065.wav,ChiroSp,Myosp,C. Brabant,T. Debaere,Principal,Myosp,2,Myoalc,2,2017,5,16,0,30,16/05/2017,0:30,15/05/2017,E-BARBA,Bertrix,,,,6,53,153,5,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170516_013749_831.wav,ChiroSp,ENVsp,C. Brabant,T. Debaere,Principal,ENVsp,1,Eptser,1,2017,5,16,1,37,16/05/2017,1:37,15/05/2017,E-BARBA,Bertrix,,,,1,30,252,3,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170516_014921_330.wav,ChiroSp,ENVsp,C. Brabant,T. Debaere,Principal,ENVsp,0,Eptser,0,2017,5,16,1,49,16/05/2017,1:49,15/05/2017,E-BARBA,Bertrix,,,,2,32,0,2,1,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170516_021007_831.wav,ChiroSp,Myosp,C. Brabant,T. Debaere,Principal,Myosp,1,Myoalc,1,2017,5,16,2,10,16/05/2017,2:10,15/05/2017,E-BARBA,Bertrix,,,,6,52,169,4,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170516_030505_861.wav,ChiroSp,Myosp,C. Brabant,T. Debaere,Principal,Myosp,1,Myoalc,1,2017,5,16,3,5,16/05/2017,3:05,15/05/2017,E-BARBA,Bertrix,,,,5,55,146,6,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170516_042345_165.wav,ChiroSp,Myosp,C. Brabant,T. Debaere,Principal,Myosp,3,Myoema,1,2017,5,16,4,23,16/05/2017,4:23,15/05/2017,E-BARBA,Bertrix,,,,8,52,56,1,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170516_042348_252.wav,ChiroSp,Myosp,C. Brabant,T. Debaere,Principal,Myosp,2,Myobra,1,2017,5,16,4,23,16/05/2017,4:23,15/05/2017,E-BARBA,Bertrix,,,,18,50,76,2,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170516_221142_075.wav,ChiroSp,Myosp,C. Brabant,T. Debaere,Principal,Myosp,1,Myobra,1,2017,5,16,22,11,16/05/2017,22:11,16/05/2017,E-BARBA,Bertrix,,,,3,41,0,2,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170517_005404_000.wav,ChiroSp,Eptser,C. Brabant,T. Debaere,Principal,Myosp,1,Myomyo,1,2017,5,17,0,54,17/05/2017,0:54,16/05/2017,E-BARBA,Bertrix,,,,1,35,0,5,4,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170517_233225_983.wav,ChiroSp,Pipnat,C. Brabant,T. Debaere,Principal,Pip35,5,Pipnat,5,2017,5,17,23,32,17/05/2017,23:32,17/05/2017,E-BARBA,Bertrix,,,,14,43,84,6,2,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170617_224731_881.wav,Pip35,Pipnat,C. Brabant,F. François,Principal,Pip35,7,Pipnat,4,2017,6,17,22,47,17/06/2017,22:47,17/06/2017,E-BARBA,Bois de la Fosse,Forêt feuillue,Layons,,17,41,104,5,2,0,,Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170617_225004_699.wav,ChiroSp,Myomys,C. Brabant,F. François,Principal,Myosp,4,Myobec,2,2017,6,17,22,50,17/06/2017,22:50,17/06/2017,E-BARBA,Bois de la Fosse,Forêt feuillue,Layons,,30,41,84,5,2,0,,Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170618_000533_313.wav,ChiroSp,Myosp,C. Brabant,F. François,Principal,Myosp,4,Myomys,1,2017,6,18,0,5,18/06/2017,0:05,17/06/2017,E-BARBA,Bois de la Fosse,Forêt feuillue,Layons,,14,47,89,5,0,0,,Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170618_020410_000.wav,ChiroSp,PippiT,C. Brabant,F. François,Principal,Rhisp,1,Rhihip,1,2017,6,18,2,4,18/06/2017,2:04,17/06/2017,E-BARBA,Bois de la Fosse,Forêt feuillue,Layons,,1,44,0,3,0,0,,Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170618_020914_495.wav,ChiroSp,Myosp,C. Brabant,F. François,Principal,Myosp,2,Myoema,0,2017,6,18,2,9,18/06/2017,2:09,17/06/2017,E-BARBA,Bois de la Fosse,Forêt feuillue,Layons,,1,50,0,4,0,0,,Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170618_025515_663.wav,Myosp,Myomys,C. Brabant,F. François,Principal,Myosp,9,Myobec,1,2017,6,18,2,55,18/06/2017,2:55,17/06/2017,E-BARBA,Bois de la Fosse,Forêt feuillue,Layons,,3,41,0,4,0,0,,Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170618_033220_225.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,1,Rhihip,1,2017,6,18,3,32,18/06/2017,3:32,17/06/2017,E-BARBA,Bois de la Fosse,Forêt feuillue,Layons,,1,47,0,5,0,0,,Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170618_034203_531.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,2,Rhihip,2,2017,6,18,3,42,18/06/2017,3:42,17/06/2017,E-BARBA,Bois de la Fosse,Forêt feuillue,Layons,,1,45,0,5,0,0,,Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170621_005220_640.wav,ChiroSp,PippiT,C. Brabant,F. François,Principal,Rhisp,1,Rhihip,1,2017,6,21,0,52,21/06/2017,0:52,20/06/2017,E-BARBA,Réserve naturelle des Abattis,Lisière vraie (milieu ouvert/milieux forestier),Haie,,1,47,0,3,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170621_010652_528.wav,ChiroSp,Myosp,C. Brabant,F. François,Principal,Rhisp,2,Rhihip,2,2017,6,21,1,6,21/06/2017,1:06,20/06/2017,E-BARBA,Réserve naturelle des Abattis,Lisière vraie (milieu ouvert/milieux forestier),Haie,,1,46,0,4,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170621_035639_255.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,0,Rhihip,0,2017,6,21,3,56,21/06/2017,3:56,20/06/2017,E-BARBA,Réserve naturelle des Abattis,Lisière vraie (milieu ouvert/milieux forestier),Haie,,1,49,0,4,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170621_044358_975.wav,ChiroSp,PippiT,C. Brabant,F. François,Principal,Rhisp,1,Rhihip,1,2017,6,21,4,43,21/06/2017,4:43,20/06/2017,E-BARBA,Réserve naturelle des Abattis,Lisière vraie (milieu ouvert/milieux forestier),Haie,,1,47,0,3,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170621_230831_641.wav,ChiroSp,Myosp,C. Brabant,F. François,Principal,Rhisp,0,Rhihip,0,2017,6,21,23,8,21/06/2017,23:08,21/06/2017,E-BARBA,Réserve naturelle des Abattis,Lisière vraie (milieu ouvert/milieux forestier),Haie,,2,46,0,3,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170622_044317_577.wav,ChiroSp,PippiT,C. Brabant,F. François,Principal,Rhisp,1,Rhihip,1,2017,6,22,4,43,22/06/2017,4:43,21/06/2017,E-BARBA,Réserve naturelle des Abattis,Lisière vraie (milieu ouvert/milieux forestier),Haie,,1,47,0,3,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170623_013958_153.wav,ChiroSp,Myosp,C. Brabant,F. François,Principal,Rhisp,0,Rhihip,0,2017,6,23,1,39,23/06/2017,1:39,22/06/2017,E-BARBA,Réserve naturelle des Abattis,Lisière vraie (milieu ouvert/milieux forestier),Haie,,1,50,0,4,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170623_014541_482.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,0,Rhihip,0,2017,6,23,1,45,23/06/2017,1:45,22/06/2017,E-BARBA,Réserve naturelle des Abattis,Lisière vraie (milieu ouvert/milieux forestier),Haie,,1,48,0,3,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170623_023234_524.wav,ChiroSp,PippiT,C. Brabant,F. François,Principal,Rhisp,3,Rhihip,3,2017,6,23,2,32,23/06/2017,2:32,22/06/2017,E-BARBA,Réserve naturelle des Abattis,Lisière vraie (milieu ouvert/milieux forestier),Haie,,1,47,0,4,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170623_023558_993.wav,ChiroSp,ChiroSp,C. Brabant,F. François,Principal,Rhisp,0,Rhihip,0,2017,6,23,2,35,23/06/2017,2:35,22/06/2017,E-BARBA,Réserve naturelle des Abattis,Lisière vraie (milieu ouvert/milieux forestier),Haie,,1,50,0,5,0,0,"X=49,685 Y=5,559",Barba_Lux 2017,SM2-E,PM014
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170706_003244_910.wav,ChiroSp,PippiT,C. Brabant,,Principal,Rhisp,2,Rhihip,2,2017,7,6,0,32,6/07/2017,0:32,5/07/2017,E-BARBA,,,,,1,48,0,5,0,0,,Barba_Lux 2017,SM2-E,
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170817_055424_701.wav,Rhifer,Rhifer,C. Brabant,J. Preud'homme,Principal,Rhisp,10,Rhifer,10,2017,8,17,5,54,17/08/2017,5:54,16/08/2017,E-BARBA,Mouzaive - Gros Terne,Forêt feuillue,Arbre isolé,Sentier (non induré - circulation piétonne),16,80,57,8,0,0,,Barba_Lux 2017,SM2-E,PM018
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170818_214449_934.wav,ChiroSp,ChiroSp,C. Brabant,J. Preud'homme,Principal,Barbar,2,Barbar,2,2017,8,18,21,44,18/08/2017,21:44,18/08/2017,E-BARBA,Sugny - Derrière Le Banay,Forêt feuillue,Arbre isolé,Sentier (non induré - circulation piétonne),1,42,0,5,0,0,,Barba_Lux 2017,SM2-E,PM018
G:/BarbaLUX 2017/exportSM2E/,E-BARBA_0_20170818_214450_834.wav,ChiroSp,ChiroSp,C. Brabant,J. Preud'homme,Principal,Barbar,0,Barbar,0,2017,8,18,21,44,18/08/2017,21:44,18/08/2017,E-BARBA,Sugny - Derrière Le Banay,Forêt feuillue,Arbre isolé,Sentier (non induré - circulation piétonne),3,38,0,5,0,0,,Barba_Lux 2017,SM2-E,PM018
H:/Barbalux_Bis/G_Lot5/,G-BARBA_20170911_020633_002.wav,ChiroSp,Pipnat,Smits Q.,Verte P.,Principal,Pip35,5,Pipnat,5,2017,9,11,2,6,11/09/2017,2:06,10/09/2017,G-BARBA,Lagland Weidbusch,,,,14,43,105,8,1,0,,Barba_Lux 2017,SM4-G,
H:/Barbalux_Bis/G_Lot5/,G-BARBA_20170912_034521_002.wav,ChiroSp,Myosp,Smits Q.,Verte P.,Principal,Myosp,5,Myodau,3,2017,9,12,3,45,12/09/2017,3:45,11/09/2017,G-BARBA,Lagland Weidbusch,,,,58,43,56,6,4,1,,Barba_Lux 2017,SM4-G,
H:/Barbalux_Bis/G_Lot5/,G-BARBA_20170912_052138_002.wav,Rhihip,ChiroSp,Smits Q.,Verte P.,Principal,Rhisp,8,Rhihip,8,2017,9,12,5,21,12/09/2017,5:21,11/09/2017,G-BARBA,Lagland Weidbusch,,,,1,46,322,4,0,0,,Barba_Lux 2017,SM4-G,
H:/Barbalux_Bis/G_Lot5/,G-BARBA_20170912_214738_002.wav,Rhihip,ChiroSp,Smits Q.,Verte P.,Principal,Rhisp,10,Rhihip,10,2017,9,12,21,47,12/09/2017,21:47,12/09/2017,G-BARBA,Lagland Weidbusch,,,,1,44,0,5,0,0,,Barba_Lux 2017,SM4-G,
H:/Barbalux_Bis/G_Lot5/,G-BARBA_20170912_225300_002.wav,Rhihip,ChiroSp,Smits Q.,Verte P.,Principal,Rhisp,10,Rhihip,10,2017,9,12,22,53,12/09/2017,22:53,12/09/2017,G-BARBA,Lagland Weidbusch,,,,1,44,100,6,0,0,,Barba_Lux 2017,SM4-G,
H:/Barbalux_Bis/G_Lot5/,G-BARBA_20170912_225338_002.wav,Rhihip,ChiroSp,Smits Q.,Verte P.,Principal,Rhisp,10,Rhihip,10,2017,9,12,22,53,12/09/2017,22:53,12/09/2017,G-BARBA,Lagland Weidbusch,,,,1,44,0,5,0,0,,Barba_Lux 2017,SM4-G,
H:/Barbalux_Bis/G_Lot5/,G-BARBA_20170913_005940_002.wav,Rhihip,ChiroSp,Smits Q.,Verte P.,Principal,Rhisp,8,Rhihip,8,2017,9,13,0,59,13/09/2017,0:59,12/09/2017,G-BARBA,Lagland Weidbusch,,,,1,45,0,5,0,0,,Barba_Lux 2017,SM4-G,
H:/Barbalux_Bis/G_Lot5/,G-BARBA_20170913_011020_002.wav,ChiroSp,ChiroSp,Smits Q.,Verte P.,Principal,Myosp,4,Myobra,4,2017,9,13,1,10,13/09/2017,1:10,12/09/2017,G-BARBA,Lagland Weidbusch,,,,3,42,87,4,0,0,,Barba_Lux 2017,SM4-G,
H:/Barbalux_Bis/G_Lot5/,G-BARBA_20170913_011939_002.wav,Rhihip,ChiroSp,Smits Q.,Verte P.,Principal,Rhisp,8,Rhihip,8,2017,9,13,1,19,13/09/2017,1:19,12/09/2017,G-BARBA,Lagland Weidbusch,,,,4,44,0,5,0,0,,Barba_Lux 2017,SM4-G,
H:/Barbalux_Bis/H_lot3/,H-BARBA_20170906_223508_002.wav,Myomyo,Myomyo,Smits Q.,Verte P.,Principal,Myosp,7,Myomyo,7,2017,9,6,22,35,6/09/2017,22:35,6/09/2017,H-BARBA,Lagland Weidbusch,,,,35,30,138,7,4,0,,Barba_Lux 2017,SM4-H,
H:/Barbalux_Bis/H_lot3/,H-BARBA_20170907_032537_002.wav,Myomyo,Myomyo,Smits Q.,Verte P.,Principal,Myosp,8,Myomyo,8,2017,9,7,3,25,7/09/2017,3:25,6/09/2017,H-BARBA,Lagland Weidbusch,,,,29,29,144,8,1,0,,Barba_Lux 2017,SM4-H,
H:/Barbalux_Bis/H_lot3/,H-BARBA_20170908_060229_002.wav,Myosp,Myosp,Smits Q.,Verte P.,Principal,Myosp,8,Myoema,5,2017,9,8,6,2,8/09/2017,6:02,7/09/2017,H-BARBA,Lagland Weidbusch,,,,5,68,0,1,0,0,,Barba_Lux 2017,SM4-H,
H:/Barbalux_Bis/H_lot3/,H-BARBA_20170908_062013_002.wav,Myosp,Myobec,Smits Q.,Verte P.,Principal,Myosp,9,Myobec,5,2017,9,8,6,20,8/09/2017,6:20,7/09/2017,H-BARBA,Lagland Weidbusch,,,,9,36,232,8,3,0,Cris sociaux super typiques,Barba_Lux 2017,SM4-H,
