Dossier;Fichier;Id_avant validation;Id;Validation;Contact;Groupe;IGp;Espece;ISp;Annee;Mois;Jour;Heure;Minute;Date;Temps;Date_nuit;Lieu;NbCris;Fdom;IntMed;Iqual;Ics;Ibuz;Site ;X-WGS84;Y-WGS84;X;Y;Habitat1;Habitat2;Machine;Opérateur;Projet
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231019_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;10;07-08-18;23:10;07-08-18;A-LPB;16;50;0;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231024_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;10;07-08-18;23:10;07-08-18;A-LPB;22;50;86;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231114_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;11;07-08-18;23:11;07-08-18;A-LPB;7;50;169;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231259_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;12;07-08-18;23:12;07-08-18;A-LPB;20;46;59;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231304_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;13;07-08-18;23:13;07-08-18;A-LPB;13;45;187;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231309_000.wav;PippiT;PippiT;;Principal;Pip50;8;PippiT;8;2018;8;7;23;13;07-08-18;23:13;07-08-18;A-LPB;5;48;177;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231619_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;9;2018;8;7;23;16;07-08-18;23:16;07-08-18;A-LPB;37;49;78;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231624_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;16;07-08-18;23:16;07-08-18;A-LPB;43;47;74;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231629_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;16;07-08-18;23:16;07-08-18;A-LPB;25;47;93;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231639_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;16;07-08-18;23:16;07-08-18;A-LPB;4;49;83;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_231644_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;16;07-08-18;23:16;07-08-18;A-LPB;7;48;86;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_232029_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;20;07-08-18;23:20;07-08-18;A-LPB;9;45;201;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_232034_000.wav;PippiT;PippiT;;Principal;Pip50;9;PippiT;9;2018;8;7;23;20;07-08-18;23:20;07-08-18;A-LPB;4;45;0;5;3;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_232049_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;8;2018;8;7;23;20;07-08-18;23:20;07-08-18;A-LPB;3;50;0;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_232106_117.wav;PippiT;PippiT;;Principal;Pip50;7;PippiT;7;2018;8;7;23;21;07-08-18;23:21;07-08-18;A-LPB;4;46;0;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_232111_117.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;21;07-08-18;23:21;07-08-18;A-LPB;2;46;0;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_232116_117.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;21;07-08-18;23:21;07-08-18;A-LPB;16;48;87;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_232121_117.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;21;07-08-18;23:21;07-08-18;A-LPB;33;47;84;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_232734_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;27;07-08-18;23:27;07-08-18;A-LPB;18;49;173;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_233134_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;6;2018;8;7;23;31;07-08-18;23:31;07-08-18;A-LPB;8;48;188;8;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_233249_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;32;07-08-18;23:32;07-08-18;A-LPB;3;47;0;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_233329_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;33;07-08-18;23:33;07-08-18;A-LPB;6;45;167;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_233514_000.wav;ChiroSp;ChiroSp;;Principal;Pip50;5;PippiT;2;2018;8;7;23;35;07-08-18;23:35;07-08-18;A-LPB;2;47;0;5;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_233519_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;35;07-08-18;23:35;07-08-18;A-LPB;25;47;102;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_233934_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;39;07-08-18;23:39;07-08-18;A-LPB;12;48;208;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_233939_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;39;07-08-18;23:39;07-08-18;A-LPB;18;49;103;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234039_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;40;07-08-18;23:40;07-08-18;A-LPB;10;45;201;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234224_000.wav;PippiT;PippiT;;Principal;Pip50;8;PippiT;6;2018;8;7;23;42;07-08-18;23:42;07-08-18;A-LPB;2;47;0;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234229_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;42;07-08-18;23:42;07-08-18;A-LPB;25;47;141;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234239_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;8;2018;8;7;23;42;07-08-18;23:42;07-08-18;A-LPB;19;50;85;6;4;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234304_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;43;07-08-18;23:43;07-08-18;A-LPB;6;46;0;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234309_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;7;2018;8;7;23;43;07-08-18;23:43;07-08-18;A-LPB;13;48;0;9;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234314_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;9;2018;8;7;23;43;07-08-18;23:43;07-08-18;A-LPB;13;48;94;8;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234329_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;43;07-08-18;23:43;07-08-18;A-LPB;7;47;4;5;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234334_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;43;07-08-18;23:43;07-08-18;A-LPB;36;47;88;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234339_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;43;07-08-18;23:43;07-08-18;A-LPB;27;47;71;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234659_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;46;07-08-18;23:46;07-08-18;A-LPB;30;45;89;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234704_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;47;07-08-18;23:47;07-08-18;A-LPB;11;45;0;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234719_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;47;07-08-18;23:47;07-08-18;A-LPB;12;47;82;5;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234724_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;47;07-08-18;23:47;07-08-18;A-LPB;18;47;90;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234729_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;47;07-08-18;23:47;07-08-18;A-LPB;64;47;74;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234734_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;47;07-08-18;23:47;07-08-18;A-LPB;9;46;97;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234759_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;47;07-08-18;23:47;07-08-18;A-LPB;7;47;86;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234859_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;48;07-08-18;23:48;07-08-18;A-LPB;43;47;76;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234909_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;49;07-08-18;23:49;07-08-18;A-LPB;46;48;80;7;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_234914_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;9;2018;8;7;23;49;07-08-18;23:49;07-08-18;A-LPB;4;46;0;5;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235104_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;51;07-08-18;23:51;07-08-18;A-LPB;24;47;81;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235204_000.wav;ChiroSp;ChiroSp;;Principal;Pip50;5;PippiT;5;2018;8;7;23;52;07-08-18;23:52;07-08-18;A-LPB;9;49;82;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235209_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;52;07-08-18;23:52;07-08-18;A-LPB;58;48;71;5;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235214_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;52;07-08-18;23:52;07-08-18;A-LPB;9;47;192;7;3;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235229_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;52;07-08-18;23:52;07-08-18;A-LPB;12;48;73;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235234_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;52;07-08-18;23:52;07-08-18;A-LPB;49;48;79;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235239_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;52;07-08-18;23:52;07-08-18;A-LPB;3;47;0;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235244_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;52;07-08-18;23:52;07-08-18;A-LPB;43;48;69;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235249_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;52;07-08-18;23:52;07-08-18;A-LPB;30;47;74;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235254_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;9;2018;8;7;23;52;07-08-18;23:52;07-08-18;A-LPB;15;50;0;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235259_000.wav;PippiT;PippiT;;Principal;Pip50;9;PippiT;9;2018;8;7;23;52;07-08-18;23:52;07-08-18;A-LPB;14;48;78;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235304_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;53;07-08-18;23:53;07-08-18;A-LPB;32;47;62;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235314_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;53;07-08-18;23:53;07-08-18;A-LPB;21;50;86;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235319_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;9;2018;8;7;23;53;07-08-18;23:53;07-08-18;A-LPB;23;50;86;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235324_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;9;2018;8;7;23;53;07-08-18;23:53;07-08-18;A-LPB;27;50;86;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_235329_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;23;53;07-08-18;23:53;07-08-18;A-LPB;9;49;90;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180808_000249_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;8;0;2;08-08-18;00:02;07-08-18;A-LPB;5;47;0;8;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180808_000254_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;8;0;2;08-08-18;00:02;07-08-18;A-LPB;3;46;0;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
