Dossier,Fichier,Id_avant validation,Id,Validation,Opérateur,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Lieu,Machine,Site,Habitat1,Habitat2,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Projet
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042002_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,20,8/07/2018,4:20,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),33,49,92,7,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042007_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,20,8/07/2018,4:20,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),44,47,82,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042012_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,20,8/07/2018,4:20,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),19,47,83,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042017_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,20,8/07/2018,4:20,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),15,46,144,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042033_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,20,8/07/2018,4:20,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),29,47,94,8,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042038_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,20,8/07/2018,4:20,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),32,47,84,7,3,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042043_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,20,8/07/2018,4:20,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),6,47,85,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042049_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,20,8/07/2018,4:20,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),11,46,166,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042132_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,21,8/07/2018,4:21,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),60,48,79,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042137_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,8,PippiT,8,2018,7,8,4,21,8/07/2018,4:21,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),9,49,4,5,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042219_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,22,8/07/2018,4:22,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),61,47,73,6,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042224_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,22,8/07/2018,4:22,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),15,47,0,7,3,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042231_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,22,8/07/2018,4:22,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),58,46,86,7,3,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042236_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,8,PippiT,8,2018,7,8,4,22,8/07/2018,4:22,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),6,45,103,5,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042250_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,22,8/07/2018,4:22,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),52,45,86,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042255_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,22,8/07/2018,4:22,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),1,44,0,6,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042310_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,23,8/07/2018,4:23,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),36,47,81,7,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042318_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,23,8/07/2018,4:23,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),38,47,88,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042323_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,23,8/07/2018,4:23,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),15,46,0,8,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042339_002.wav,Pip50,Pip50,,"Q. Smits, B. Molitor",Principal,Pip50,6,PippiT,5,2018,7,8,4,23,8/07/2018,4:23,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),8,49,166,4,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042356_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,23,8/07/2018,4:23,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),8,46,108,6,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042417_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,24,8/07/2018,4:24,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),28,46,92,7,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042422_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,24,8/07/2018,4:24,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),1,50,0,6,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042440_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,24,8/07/2018,4:24,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),7,46,86,6,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042445_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,24,8/07/2018,4:24,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),18,47,85,6,3,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042453_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,24,8/07/2018,4:24,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),3,45,0,5,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042459_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,24,8/07/2018,4:24,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),56,47,80,6,1,6,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042504_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,25,8/07/2018,4:25,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),17,46,88,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042511_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,25,8/07/2018,4:25,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),18,47,83,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042517_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,25,8/07/2018,4:25,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),44,46,84,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042534_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,25,8/07/2018,4:25,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),25,48,81,8,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042558_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,25,8/07/2018,4:25,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),43,47,82,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042603_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,26,8/07/2018,4:26,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),18,47,85,6,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042618_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,26,8/07/2018,4:26,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),7,46,0,6,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042624_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,26,8/07/2018,4:26,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),56,46,78,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042629_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,26,8/07/2018,4:26,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),7,44,86,6,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042633_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,26,8/07/2018,4:26,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),53,47,81,6,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042638_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,26,8/07/2018,4:26,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),80,48,60,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042643_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,26,8/07/2018,4:26,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),24,47,88,8,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042648_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,26,8/07/2018,4:26,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),10,47,80,8,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042659_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,26,8/07/2018,4:26,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),7,46,86,8,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042710_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,27,8/07/2018,4:27,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),48,46,84,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042718_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,27,8/07/2018,4:27,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),56,47,82,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042723_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,27,8/07/2018,4:27,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),8,47,78,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042803_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,28,8/07/2018,4:28,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),57,47,81,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042808_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,28,8/07/2018,4:28,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),6,44,97,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042819_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,9,PippiT,9,2018,7,8,4,28,8/07/2018,4:28,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),9,47,108,5,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042826_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,28,8/07/2018,4:28,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),35,47,83,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042834_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,28,8/07/2018,4:28,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),13,47,84,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042839_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,28,8/07/2018,4:28,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),50,47,84,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042844_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,28,8/07/2018,4:28,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),24,48,89,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042850_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,28,8/07/2018,4:28,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),100,49,48,7,1,1,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042855_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,28,8/07/2018,4:28,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),68,47,73,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042900_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),5,45,93,8,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042904_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),54,46,82,6,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042909_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),54,46,83,8,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042914_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),73,47,64,7,1,1,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042919_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),13,46,0,6,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042925_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),35,46,88,7,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042930_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),57,47,83,8,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042935_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),67,48,65,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042940_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),70,46,76,6,1,1,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042945_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),28,46,87,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042953_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),55,46,85,7,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_042958_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,29,8/07/2018,4:29,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),8,47,83,6,0,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_043004_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,30,8/07/2018,4:30,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),46,46,83,7,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_043009_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,9,PippiT,9,2018,7,8,4,30,8/07/2018,4:30,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),7,44,102,6,3,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_043013_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,30,8/07/2018,4:30,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),55,47,77,7,1,7,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_043018_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,30,8/07/2018,4:30,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),22,45,83,6,2,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_043023_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,30,8/07/2018,4:30,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),60,47,82,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_043028_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,30,8/07/2018,4:30,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),53,46,84,7,1,0,Barba_Lux
F:/BarbaLux/SM4H/wav analyse/,H-BARBA_20180708_043033_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,4,30,8/07/2018,4:30,7/07/2018,H-BARBA,SM4-H,Les Trois Ruisseaux_Bouillon,Forêt feuillue,Sentier (non induré - circulation piétonne),12,44,97,7,1,0,Barba_Lux
