Directory,File,Validation,Id,Id_avant validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Machine,Projet,Habitat1,Habitat2
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_235510_000.wav,,ChiroSp,ChiroSp,Main,Pip50,3,PippiT,3,2015,8,3,23,55,3/08/2015,23:55,3/08/2015,SM2-BXL,6,43,0,6,5,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_235600_000.wav,,ChiroSp,ChiroSp,Main,Pip50,5,PippiT,5,2015,8,3,23,56,3/08/2015,23:56,3/08/2015,SM2-BXL,6,43,191,6,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_235605_000.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2015,8,3,23,56,3/08/2015,23:56,3/08/2015,SM2-BXL,8,43,97,7,2,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_235635_000.wav,,ChiroSp,ChiroSp,Main,Pip50,2,PippiT,2,2015,8,3,23,56,3/08/2015,23:56,3/08/2015,SM2-BXL,2,44,887,5,3,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_235640_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,23,56,3/08/2015,23:56,3/08/2015,SM2-BXL,23,46,104,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_235645_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,23,56,3/08/2015,23:56,3/08/2015,SM2-BXL,4,45,99,9,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_235650_000.wav,,ENVsp,ENVsp,Main,ENVsp,10,Eptser,2,2015,8,3,23,56,3/08/2015,23:56,3/08/2015,SM2-BXL,7,26,308,7,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_235655_000.wav,P. Nyssen,Eptser,ENVsp,Main,ENVsp,10,Eptser,4,2015,8,3,23,56,3/08/2015,23:56,3/08/2015,SM2-BXL,20,27,180,9,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_235700_000.wav,,ENVsp,ENVsp,Main,ENVsp,10,Eptser,1,2015,8,3,23,57,3/08/2015,23:57,3/08/2015,SM2-BXL,6,25,302,5,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_235805_000.wav,,PippiT,PippiT,Main,Pip50,6,PippiT,6,2015,8,3,23,58,3/08/2015,23:58,3/08/2015,SM2-BXL,3,43,0,7,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_000640_000.wav,,ENVsp,ENVsp,Main,ENVsp,9,Eptser,0,2015,8,4,0,6,4/08/2015,0:06,3/08/2015,SM2-BXL,9,28,139,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_000645_000.wav,,ENVsp,ENVsp,Main,ENVsp,9,Vesmur,1,2015,8,4,0,6,4/08/2015,0:06,3/08/2015,SM2-BXL,25,29,181,9,4,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_000650_000.wav,,ChiroSp,ChiroSp,Main,ENVsp,4,Eptser,0,2015,8,4,0,6,4/08/2015,0:06,3/08/2015,SM2-BXL,9,29,134,6,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_000735_000.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2015,8,4,0,7,4/08/2015,0:07,3/08/2015,SM2-BXL,5,44,282,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_000740_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,7,4/08/2015,0:07,3/08/2015,SM2-BXL,2,45,0,5,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_000905_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,9,4/08/2015,0:09,3/08/2015,SM2-BXL,4,44,385,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_000910_000.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2015,8,4,0,9,4/08/2015,0:09,3/08/2015,SM2-BXL,16,44,279,9,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_000950_000.wav,,ChiroSp,ChiroSp,Main,Pip50,4,PippiT,4,2015,8,4,0,9,4/08/2015,0:09,3/08/2015,SM2-BXL,10,43,279,6,2,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_001320_000.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2015,8,4,0,13,4/08/2015,0:13,3/08/2015,SM2-BXL,3,45,0,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/NOISE/,SM2-BXL_0_20150804_001325_000.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2015,8,4,0,13,4/08/2015,0:13,3/08/2015,SM2-BXL,3,45,0,6,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_002510_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,9,2015,8,4,0,25,4/08/2015,0:25,3/08/2015,SM2-BXL,4,45,100,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_002515_000.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2015,8,4,0,25,4/08/2015,0:25,3/08/2015,SM2-BXL,60,50,70,10,2,10,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_002520_000.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2015,8,4,0,25,4/08/2015,0:25,3/08/2015,SM2-BXL,12,44,187,7,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_002849_151.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2015,8,4,0,28,4/08/2015,0:28,3/08/2015,SM2-BXL,12,44,272,8,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_002904_151.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,29,4/08/2015,0:29,3/08/2015,SM2-BXL,4,46,199,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_002909_151.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,29,4/08/2015,0:29,3/08/2015,SM2-BXL,4,46,95,5,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003035_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,30,4/08/2015,0:30,3/08/2015,SM2-BXL,14,47,132,9,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003040_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,30,4/08/2015,0:30,3/08/2015,SM2-BXL,27,47,109,9,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003140_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,31,4/08/2015,0:31,3/08/2015,SM2-BXL,25,48,95,9,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003145_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,31,4/08/2015,0:31,3/08/2015,SM2-BXL,5,47,113,7,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003215_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,32,4/08/2015,0:32,3/08/2015,SM2-BXL,5,45,0,6,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003220_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,32,4/08/2015,0:32,3/08/2015,SM2-BXL,8,47,195,5,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003455_000.wav,,ChiroSp,ChiroSp,Main,Pip50,3,PippiT,3,2015,8,4,0,34,4/08/2015,0:34,3/08/2015,SM2-BXL,2,43,0,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003500_000.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2015,8,4,0,35,4/08/2015,0:35,3/08/2015,SM2-BXL,24,44,136,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003555_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,35,4/08/2015,0:35,3/08/2015,SM2-BXL,13,48,68,7,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003600_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,36,4/08/2015,0:36,3/08/2015,SM2-BXL,13,47,189,8,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003725_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,37,4/08/2015,0:37,3/08/2015,SM2-BXL,25,46,93,8,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003730_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,37,4/08/2015,0:37,3/08/2015,SM2-BXL,10,45,99,8,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003820_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,38,4/08/2015,0:38,3/08/2015,SM2-BXL,8,46,216,5,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003825_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,6,2015,8,4,0,38,4/08/2015,0:38,3/08/2015,SM2-BXL,3,44,0,6,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003830_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,38,4/08/2015,0:38,3/08/2015,SM2-BXL,9,45,187,9,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_003835_000.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2015,8,4,0,38,4/08/2015,0:38,3/08/2015,SM2-BXL,30,44,86,9,3,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/NOISE/,SM2-BXL_0_20150804_003840_000.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2015,8,4,0,38,4/08/2015,0:38,3/08/2015,SM2-BXL,1,44,0,6,2,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004005_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,40,4/08/2015,0:40,3/08/2015,SM2-BXL,10,47,282,8,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004010_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,40,4/08/2015,0:40,3/08/2015,SM2-BXL,3,46,0,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004100_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,41,4/08/2015,0:41,3/08/2015,SM2-BXL,13,47,210,7,2,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004105_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,41,4/08/2015,0:41,3/08/2015,SM2-BXL,17,47,212,7,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004205_000.wav,,Pip50,Pip50,Main,Pip50,6,PippiT,0,2015,8,4,0,42,4/08/2015,0:42,3/08/2015,SM2-BXL,2,44,0,5,4,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004210_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,42,4/08/2015,0:42,3/08/2015,SM2-BXL,9,44,182,7,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004325_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,43,4/08/2015,0:43,3/08/2015,SM2-BXL,11,46,288,7,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/NOISE/,SM2-BXL_0_20150804_004330_000.wav,,ChiroSp,ChiroSp,Main,Pip50,4,PippiT,1,2015,8,4,0,43,4/08/2015,0:43,3/08/2015,SM2-BXL,1,46,0,5,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004420_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,44,4/08/2015,0:44,3/08/2015,SM2-BXL,6,47,0,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004425_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,44,4/08/2015,0:44,3/08/2015,SM2-BXL,2,46,0,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004445_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,44,4/08/2015,0:44,3/08/2015,SM2-BXL,23,44,192,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004520_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,45,4/08/2015,0:45,3/08/2015,SM2-BXL,27,46,174,9,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_004740_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,9,2015,8,4,0,47,4/08/2015,0:47,3/08/2015,SM2-BXL,4,47,303,5,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_005010_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,50,4/08/2015,0:50,3/08/2015,SM2-BXL,15,45,302,8,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_005015_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,50,4/08/2015,0:50,3/08/2015,SM2-BXL,13,46,121,8,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_005020_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,0,50,4/08/2015,0:50,3/08/2015,SM2-BXL,3,46,0,7,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_005300_000.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2015,8,4,0,53,4/08/2015,0:53,3/08/2015,SM2-BXL,7,44,80,6,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_005305_000.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2015,8,4,0,53,4/08/2015,0:53,3/08/2015,SM2-BXL,8,44,183,7,2,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_010120_000.wav,,ENVsp,ENVsp,Main,ENVsp,7,Eptser,0,2015,8,4,1,1,4/08/2015,1:01,3/08/2015,SM2-BXL,23,30,134,9,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_010125_000.wav,,ChiroSp,ChiroSp,Main,ENVsp,3,Eptser,1,2015,8,4,1,1,4/08/2015,1:01,3/08/2015,SM2-BXL,27,31,123,5,2,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150804_010150_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,4,1,1,4/08/2015,1:01,3/08/2015,SM2-BXL,17,45,104,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
